anio,semestre,num_interacciones,duracion_acumulada,papa,cursos_inscritos_periodo,num_cursos_plataforma,anio-1,semestre-1,papa-1,delta_papa
2014,1,6,203.61666666666667,3.4,6,2,2013,1,3.4,0.0
2014,1,20,2760.233333333333,3.6,5,2,2013,1,3.5,0.10000000000000009
2013,2,11,1271.7166666666662,4.1,6,1,2013,1,4.1,0.0
2013,2,9,1041.3666666666666,3.6,6,1,2013,1,3.5,0.10000000000000009
2014,1,6,1407.1333333333332,3.3,7,2,2013,1,3.2,0.09999999999999964
2013,2,10,84.43333333333334,3.8,7,1,2013,1,3.8,0.0
2014,1,5,712.1833333333333,3.8,4,1,2013,1,3.8,0.0
2013,2,7,1075.4166666666665,3.9,4,1,2013,1,3.9,0.0
2013,2,2,412.25,3.8,5,1,2013,1,3.8,0.0
2014,1,51,6339.450000000002,3.9,6,3,2013,1,3.8,0.10000000000000009
2013,2,16,3180.816666666667,3.4,7,2,2013,1,3.4,0.0
2014,1,1,279.06666666666666,3.5,6,1,2013,1,3.4,0.10000000000000009
2013,2,21,2467.8333333333335,3.4,7,2,2013,1,3.4,0.0
2014,1,7,986.8999999999999,3.5,6,3,2013,1,3.4,0.10000000000000009
2013,2,4,37.6,3.7,7,1,2013,1,3.7,0.0
2014,1,1,229.66666666666666,3.7,5,1,2013,1,3.7,0.0
2013,2,6,912.8,3.8,6,1,2013,1,3.8,0.0
2013,2,3,441.53333333333336,4.0,6,1,2013,1,3.9,0.10000000000000009
2013,2,17,1920.3499999999997,3.4,7,3,2013,1,3.3,0.10000000000000009
2014,1,31,5086.833333333334,3.5,7,2,2013,1,3.3,0.20000000000000018
2014,1,3,646.5166666666667,3.7,7,1,2013,1,3.6,0.10000000000000009
2013,2,15,2869.233333333333,3.3,4,4,2013,1,3.3,0.0
2013,2,10,89.28333333333333,3.1,4,2,2013,1,3.1,0.0
2014,1,19,270.73333333333335,3.1,0,2,2013,1,3.1,0.0
2013,2,7,1101.5500000000002,3.1,2,2,2013,1,3.1,0.0
2014,1,53,9089.31666666667,3.2,1,1,2013,1,3.1,0.10000000000000009
2014,1,5,462.81666666666666,3.0,3,1,2014,1,3.0,0.0
2013,2,2,543.5666666666667,3.2,4,1,2013,1,3.2,0.0
2014,1,21,1834.0166666666664,3.2,5,6,2013,1,3.2,0.0
2014,1,14,3064.1833333333334,3.1,3,1,2013,1,3.2,-0.10000000000000009
2013,2,46,393.38333333333316,3.5,1,1,2013,1,3.5,0.0
2014,1,1,1.0,3.3,3,1,2013,1,3.3,0.0
2013,2,9,2082.6000000000004,3.7,4,1,2013,1,3.6,0.10000000000000009
2014,1,8,1261.2166666666667,3.7,1,1,2013,1,3.6,0.10000000000000009
2013,2,1,224.93333333333334,3.0,3,1,2013,1,3.1,-0.10000000000000009
2013,2,11,240.38333333333333,3.5,3,1,2013,1,3.5,0.0
2013,2,65,11094.31666666667,3.1,5,3,2013,1,3.2,-0.10000000000000009
2013,2,2,228.55,3.3,4,1,2013,1,3.3,0.0
2014,1,2,1.5333333333333332,3.4,4,1,2013,1,3.3,0.10000000000000009
2013,2,21,883.2333333333333,3.3,4,2,2013,1,3.3,0.0
2014,1,75,1633.6500000000005,3.3,6,5,2013,1,3.3,0.0
2013,2,25,1914.3333333333333,3.2,4,4,2013,1,3.2,0.0
2014,1,14,722.7166666666666,3.0,5,3,2013,1,3.2,-0.20000000000000018
2013,2,13,1824.1833333333332,3.2,3,3,2013,1,3.1,0.10000000000000009
2014,1,8,1709.2500000000002,3.2,7,1,2013,1,3.1,0.10000000000000009
2013,2,25,5024.766666666667,3.4,8,3,2013,1,3.4,0.0
2014,1,5,862.4666666666668,3.5,2,2,2013,1,3.4,0.10000000000000009
2013,2,11,2449.0499999999997,3.8,4,2,2013,1,3.7,0.09999999999999964
2013,2,17,2529.916666666667,3.5,6,3,2013,1,3.6,-0.10000000000000009
2014,1,17,3026.0499999999993,3.6,6,3,2013,1,3.6,0.0
2013,2,43,6601.566666666667,3.3,5,2,2013,1,3.3,0.0
2014,1,30,3868.616666666666,3.2,4,6,2013,1,3.3,-0.09999999999999964
2013,2,88,11942.116666666667,3.4,3,3,2013,1,3.4,0.0
2014,1,15,1968.616666666667,3.4,2,2,2013,1,3.4,0.0
2013,2,2,16.433333333333334,3.0,0,1,2013,1,3.0,0.0
2014,1,6,987.45,3.0,4,1,2013,1,3.0,0.0
2013,2,16,2243.5,3.4,5,4,2013,1,3.4,0.0
2014,1,3,426.95,3.4,1,2,2013,1,3.4,0.0
2013,2,5,410.5,3.7,6,2,2013,1,3.6,0.10000000000000009
2013,2,9,1442.3,3.2,5,4,2013,1,3.2,0.0
2014,1,6,636.35,3.2,5,2,2013,1,3.2,0.0
2013,2,1,195.41666666666666,3.1,7,1,2013,1,3.1,0.0
2014,1,7,649.7666666666667,3.2,7,3,2013,1,3.1,0.10000000000000009
2013,2,23,3631.8499999999995,3.7,4,5,2013,1,3.7,0.0
2013,2,12,2890.266666666667,3.3,4,2,2013,1,3.3,0.0
2014,1,21,3404.95,3.3,5,3,2013,1,3.3,0.0
2013,2,10,341.9666666666667,3.2,4,3,2013,1,3.2,0.0
2014,1,29,1740.983333333333,3.1,4,7,2013,1,3.2,-0.10000000000000009
2013,2,20,1150.4,3.3,6,3,2013,1,3.3,0.0
2014,1,13,1036.1166666666666,3.3,4,3,2013,1,3.3,0.0
2013,2,62,2581.1000000000004,3.1,4,3,2013,1,3.1,0.0
2014,1,16,357.55000000000007,3.1,4,3,2013,1,3.1,0.0
2013,2,5,851.4499999999999,3.3,5,2,2013,1,3.2,0.09999999999999964
2014,1,12,1261.1666666666667,3.3,4,3,2013,1,3.2,0.09999999999999964
2014,1,22,1079.6999999999996,3.5,5,3,2013,1,3.4,0.10000000000000009
2013,2,4,274.28333333333336,3.3,4,2,2013,1,3.3,0.0
2013,2,37,5665.716666666667,2.9,6,2,2013,1,3.0,-0.10000000000000009
2013,2,14,84.14999999999999,3.7,3,1,2013,1,3.8,-0.09999999999999964
2014,1,4,274.25,3.7,1,1,2013,1,3.8,-0.09999999999999964
2013,2,8,2076.1,3.6,5,1,2013,1,3.5,0.10000000000000009
2013,2,24,3806.7333333333345,3.4,6,2,2013,1,3.4,0.0
2014,1,3,607.5666666666666,3.4,6,2,2013,1,3.4,0.0
2014,1,14,2482.75,4.0,1,3,2013,1,4.0,0.0
2013,2,36,3593.8833333333337,3.7,6,4,2013,1,3.7,0.0
2014,1,49,7018.8499999999985,3.7,6,7,2013,1,3.7,0.0
2013,2,7,1520.3333333333335,4.3,7,2,2013,1,4.3,0.0
2013,2,2,211.1,3.7,6,2,2013,1,3.6,0.10000000000000009
2013,2,79,9800.949999999999,3.4,6,5,2013,1,3.4,0.0
2014,1,78,9990.316666666671,3.5,5,9,2013,1,3.4,0.10000000000000009
2013,2,7,1908.6833333333334,3.3,5,1,2013,1,3.2,0.09999999999999964
2014,1,7,1425.1666666666667,3.2,3,1,2013,1,3.2,0.0
2013,2,29,3265.4,3.5,5,3,2013,1,3.5,0.0
2014,1,2,470.95,3.6,1,2,2013,1,3.5,0.10000000000000009
2013,2,7,1570.2833333333333,3.3,4,1,2013,1,3.4,-0.10000000000000009
2014,1,13,1714.9999999999998,3.0,5,2,2013,1,3.4,-0.3999999999999999
2013,2,10,2391.7999999999997,3.4,5,2,2013,1,3.5,-0.10000000000000009
2014,1,9,1365.3333333333335,3.4,5,4,2013,1,3.5,-0.10000000000000009
2013,2,30,5828.349999999999,3.6,6,5,2013,1,3.6,0.0
2014,1,15,2846.983333333333,3.6,5,4,2013,1,3.6,0.0
2013,2,7,1736.9166666666665,4.2,6,2,2013,1,4.1,0.10000000000000053
2013,2,5,849.3499999999999,3.7,6,2,2013,1,3.7,0.0
2014,1,23,3604.6000000000004,3.7,6,4,2013,1,3.7,0.0
2013,2,7,861.8833333333333,3.6,6,1,2013,1,3.6,0.0
2014,1,16,2043.0666666666666,3.6,6,3,2013,1,3.6,0.0
2013,2,31,4946.650000000001,4.0,7,2,2013,1,4.0,0.0
2014,1,6,1023.8666666666667,4.1,7,2,2013,1,4.0,0.09999999999999964
2013,2,4,801.4166666666666,4.3,5,1,2013,1,4.4,-0.10000000000000053
2014,1,2,406.1333333333333,4.4,3,1,2013,1,4.4,0.0
2013,2,92,5759.016666666668,3.4,4,4,2013,1,3.4,0.0
2014,1,20,490.6333333333334,3.4,4,2,2013,1,3.4,0.0
2013,2,2,3.8666666666666663,3.6,6,2,2013,1,3.5,0.10000000000000009
2013,2,25,4781.5,3.6,6,4,2013,1,3.6,0.0
2014,1,32,6454.583333333335,3.6,6,6,2013,1,3.6,0.0
2013,2,12,1688.75,3.3,5,3,2013,1,3.3,0.0
2014,1,5,470.15000000000003,3.2,5,2,2013,1,3.3,-0.09999999999999964
2013,2,2,56.96666666666667,3.1,4,2,2013,1,3.1,0.0
2014,1,7,851.5666666666667,3.0,4,2,2013,1,3.1,-0.10000000000000009
2013,2,22,3590.8166666666675,4.1,7,2,2013,1,4.1,0.0
2014,1,23,2892.8666666666672,4.1,4,5,2013,1,4.1,0.0
2013,2,20,2357.583333333333,3.5,6,3,2013,1,3.5,0.0
2014,1,12,1847.1333333333334,3.6,5,3,2013,1,3.5,0.10000000000000009
2013,2,12,1822.066666666667,3.5,6,3,2013,1,3.5,0.0
2014,1,14,1302.0499999999997,3.5,5,6,2013,1,3.5,0.0
2013,2,5,1083.0833333333333,3.5,7,1,2013,1,3.5,0.0
2014,1,17,1443.8166666666668,3.6,8,3,2013,1,3.5,0.10000000000000009
2013,2,15,2917.3166666666666,4.3,5,2,2013,1,4.3,0.0
2014,1,10,1314.0333333333333,4.3,5,2,2013,1,4.3,0.0
2013,2,48,8622.400000000001,4.1,5,3,2013,1,4.0,0.09999999999999964
2014,1,8,1327.85,4.1,2,2,2013,1,4.0,0.09999999999999964
2013,2,8,1760.3000000000002,3.1,6,1,2013,1,3.1,0.0
2014,1,13,3036.5833333333335,3.1,6,2,2013,1,3.1,0.0
2013,2,61,8834.483333333332,3.1,4,2,2013,1,3.1,0.0
2013,2,1,0.9666666666666667,3.5,3,1,2013,1,3.5,0.0
2013,2,97,5215.633333333334,3.2,0,6,2013,1,3.2,0.0
2014,1,14,702.0333333333333,3.1,4,4,2013,1,3.2,-0.10000000000000009
2013,2,10,2101.6,3.3,7,2,2013,2,3.3,0.0
2014,1,3,625.1833333333334,3.3,9,2,2014,1,3.3,0.0
2013,2,55,332.4833333333332,3.2,2,4,2013,2,3.2,0.0
2014,1,59,1722.6166666666663,3.2,3,4,2014,1,3.2,0.0
2014,1,19,3989.733333333333,3.2,0,2,2013,1,3.2,0.0
2013,2,2,6.316666666666666,3.6,4,2,2013,1,3.6,0.0
2013,2,1,94.28333333333333,3.7,0,1,2013,1,3.7,0.0
2014,1,18,655.7833333333334,3.7,6,3,2013,1,3.7,0.0
2013,2,64,5419.233333333335,3.7,7,3,2013,1,3.6,0.10000000000000009
2014,1,28,2341.016666666666,3.7,4,6,2013,1,3.6,0.10000000000000009
2013,2,67,5156.033333333333,3.6,8,3,2013,1,3.5,0.10000000000000009
2014,1,5,131.66666666666669,3.6,2,3,2013,1,3.5,0.10000000000000009
2014,1,11,1253.35,3.8,4,1,2013,1,3.9,-0.10000000000000009
2013,2,22,3281.0833333333335,3.9,4,2,2013,1,3.8,0.10000000000000009
2014,1,6,1268.8,3.9,1,2,2013,1,3.8,0.10000000000000009
2013,2,16,3607.083333333333,3.1,5,1,2013,1,3.1,0.0
2014,1,1,187.6,3.1,2,1,2013,1,3.1,0.0
2013,2,31,3309.9500000000007,3.9,5,2,2013,1,3.9,0.0
2014,1,16,1234.3,4.0,3,6,2013,1,3.9,0.10000000000000009
2013,2,11,562.0833333333334,3.6,2,1,2013,1,3.6,0.0
2014,1,2,4.966666666666667,3.6,1,1,2013,1,3.6,0.0
2014,1,65,7294.616666666669,3.0,7,4,2013,1,3.0,0.0
2013,2,6,991.5499999999998,3.5,8,2,2013,1,3.5,0.0
2014,1,17,2331.083333333333,3.6,4,2,2013,1,3.5,0.10000000000000009
2013,2,15,1433.3166666666666,3.4,6,2,2013,1,3.4,0.0
2013,2,15,2919.0,3.9,5,1,2013,1,3.9,0.0
2013,2,5,140.79999999999998,3.1,0,1,2013,1,3.1,0.0
2013,2,2,485.54999999999995,3.9,3,1,2013,1,3.9,0.0
2014,1,3,433.29999999999995,3.9,1,1,2013,1,3.9,0.0
2013,2,1,3.2333333333333334,3.4,3,1,2013,1,3.4,0.0
2013,2,2,421.95,4.0,5,1,2013,1,3.9,0.10000000000000009
2013,2,15,2512.533333333333,4.0,2,2,2013,1,4.0,0.0
2013,2,6,1247.9833333333333,3.7,7,1,2013,1,3.7,0.0
2014,1,13,2684.1,3.7,3,2,2013,1,3.7,0.0
2013,2,45,2704.683333333333,3.3,5,4,2013,1,3.1,0.19999999999999973
2014,1,53,6261.216666666667,3.2,4,7,2013,1,3.1,0.10000000000000009
2013,2,47,4089.6666666666665,3.9,2,1,2013,1,3.9,0.0
2013,2,18,3892.6500000000005,3.7,6,1,2013,1,3.6,0.10000000000000009
2014,1,23,3636.516666666666,3.7,5,3,2013,1,3.6,0.10000000000000009
2013,2,36,1244.7666666666667,3.6,5,7,2013,1,3.6,0.0
2014,1,17,1962.5,3.7,5,2,2013,1,3.6,0.10000000000000009
2013,2,46,1596.0000000000005,3.6,6,3,2013,1,3.6,0.0
2014,1,13,373.38333333333327,3.7,3,3,2013,1,3.6,0.10000000000000009
2014,1,2,522.75,3.4,6,1,2013,1,3.3,0.10000000000000009
2013,2,12,2146.25,3.9,7,2,2013,1,3.9,0.0
2014,1,6,914.6166666666666,3.9,1,4,2013,1,3.9,0.0
2013,2,15,615.3333333333335,4.0,4,4,2013,1,3.9,0.10000000000000009
2013,2,2,194.98333333333335,3.5,6,2,2013,1,3.5,0.0
2014,1,31,3243.3999999999996,3.6,6,5,2013,1,3.5,0.10000000000000009
2013,2,2,1.2666666666666666,4.0,2,2,2013,1,4.0,0.0
2013,2,18,1980.3833333333332,4.2,5,4,2013,1,4.1,0.10000000000000053
2013,2,10,1841.1833333333332,3.5,6,2,2013,1,3.4,0.10000000000000009
2014,1,1,274.15,3.5,4,1,2013,1,3.4,0.10000000000000009
2014,1,2,382.25,3.3,3,1,2014,1,3.3,0.0
2013,2,2,421.0333333333333,3.5,3,1,2013,1,3.5,0.0
2014,1,2,17.45,3.7,5,1,2013,1,3.5,0.20000000000000018
2013,2,4,647.2666666666667,4.0,5,1,2013,1,3.9,0.10000000000000009
2013,2,32,3531.7166666666667,3.8,3,2,2013,1,3.7,0.09999999999999964
2014,1,1,183.68333333333334,3.6,3,1,2013,1,3.3,0.30000000000000027
2013,2,10,1909.3333333333333,3.6,3,3,2013,1,3.6,0.0
2014,1,1,298.0,3.7,1,1,2013,1,3.6,0.10000000000000009
2013,2,4,151.48333333333335,4.0,7,2,2013,1,4.0,0.0
2013,2,14,2795.933333333334,4.0,5,1,2013,1,4.0,0.0
2013,2,13,2845.8,3.9,3,1,2013,1,3.9,0.0
2014,1,1,203.41666666666666,4.0,2,1,2013,1,3.9,0.10000000000000009
2013,2,25,4713.400000000001,3.4,4,1,2013,1,3.4,0.0
2014,1,3,652.4,3.4,3,1,2013,1,3.4,0.0
2013,2,3,368.3666666666667,3.2,6,1,2013,1,3.2,0.0
2013,2,9,1941.4666666666665,3.7,4,1,2013,1,3.6,0.10000000000000009
2014,1,1,279.1166666666667,3.6,7,1,2013,1,3.6,0.0
2013,2,9,1737.2666666666664,3.6,7,1,2013,1,3.4,0.20000000000000018
2014,1,6,1069.6000000000001,3.6,5,1,2013,1,3.4,0.20000000000000018
2014,1,2,20.616666666666667,4.0,3,1,2013,1,4.0,0.0
2014,1,2,472.56666666666666,3.6,3,1,2013,1,3.6,0.0
2013,2,7,1285.65,3.9,6,2,2013,1,3.8,0.10000000000000009
2014,1,2,205.06666666666666,4.0,5,1,2013,1,3.8,0.20000000000000018
2013,2,6,929.4333333333334,4.1,7,2,2013,1,4.0,0.09999999999999964
2013,2,12,2867.4,3.7,6,2,2013,1,3.6,0.10000000000000009
2014,1,2,402.26666666666665,2.9,6,1,2013,1,2.9,0.0
2013,2,5,882.85,4.1,1,1,2013,1,4.1,0.0
2014,1,1,2.0,3.0,3,1,2013,1,3.1,-0.10000000000000009
2014,1,5,793.1,3.3,4,1,2013,1,3.3,0.0
2013,2,10,2211.5333333333333,3.7,5,1,2013,1,3.7,0.0
2014,1,6,1544.8666666666668,3.8,5,2,2013,1,3.7,0.09999999999999964
2013,2,5,65.08333333333334,4.2,1,1,2013,1,4.2,0.0
2013,2,25,961.2333333333333,3.7,5,3,2013,1,3.8,-0.09999999999999964
2014,1,24,579.7166666666668,3.7,6,5,2013,1,3.8,-0.09999999999999964
2013,2,22,2399.1166666666663,3.5,7,2,2013,1,3.4,0.10000000000000009
2014,1,16,2655.0,3.5,7,4,2013,1,3.4,0.10000000000000009
2013,2,4,400.4166666666667,3.7,0,2,2013,1,3.7,0.0
2013,2,16,1579.45,4.1,5,5,2013,1,4.0,0.09999999999999964
2013,2,11,1132.783333333333,3.6,6,1,2013,1,3.6,0.0
2013,2,9,1308.2833333333335,3.3,3,3,2013,1,3.2,0.09999999999999964
2014,1,4,617.1,3.4,6,1,2013,1,3.2,0.19999999999999973
2013,2,1,1.0,3.2,6,1,2013,1,3.4,-0.19999999999999973
2014,1,8,1564.6999999999998,3.2,4,2,2013,1,3.4,-0.19999999999999973
2013,2,6,1053.2,3.6,6,2,2013,1,3.6,0.0
2013,2,9,2091.0,4.3,2,1,2013,1,4.3,0.0
2013,2,1,4.0,3.6,3,1,2013,1,3.6,0.0
2014,1,2,224.65,3.6,3,1,2013,1,3.6,0.0
2013,2,10,1059.75,3.5,4,2,2013,2,3.5,0.0
2013,2,8,1425.6999999999998,3.8,5,1,2013,1,3.7,0.09999999999999964
2013,2,10,937.4333333333333,3.9,6,1,2013,1,3.9,0.0
2013,2,7,1082.0833333333333,3.0,6,2,2013,2,3.0,0.0
2013,2,2,215.71666666666667,3.4,1,1,2013,1,3.4,0.0
2013,2,8,1291.1999999999998,3.6,4,1,2013,1,3.6,0.0
2014,1,1,3.2,3.2,3,1,2013,1,3.3,-0.09999999999999964
2014,1,1,0.4,3.6,4,1,2013,1,3.5,0.10000000000000009
2013,2,1,278.43333333333334,3.5,1,1,2013,1,3.6,-0.10000000000000009
2013,2,3,199.04999999999998,3.7,1,1,2013,1,3.7,0.0
2013,2,16,1258.3666666666668,3.1,6,2,2013,1,3.1,0.0
2014,1,2,469.15,3.2,5,1,2013,1,3.1,0.10000000000000009
2013,2,2,497.56666666666666,3.4,5,1,2013,1,3.4,0.0
2013,2,12,2542.8833333333337,3.5,4,1,2013,1,3.5,0.0
2013,2,1,12.633333333333333,2.9,5,1,2013,1,3.1,-0.20000000000000018
2013,2,14,46.383333333333326,4.0,2,9,2013,1,4.0,0.0
2014,1,23,1883.783333333333,3.6,4,4,2013,1,3.6,0.0
2013,2,11,23.55,3.6,4,4,2013,1,3.8,-0.19999999999999973
2013,2,4,610.1666666666666,4.0,3,1,2013,1,3.9,0.10000000000000009
2013,2,5,905.6500000000001,3.3,2,1,2013,1,3.3,0.0
2014,1,4,676.4833333333333,3.2,3,1,2013,1,3.0,0.20000000000000018
2013,2,32,3341.7,3.6,5,5,2013,1,3.6,0.0
2013,2,3,502.73333333333335,3.9,4,1,2013,1,3.9,0.0
2014,1,5,887.1,3.9,1,1,2013,1,3.9,0.0
2013,2,9,740.6,3.1,0,2,2013,2,3.1,0.0
2014,1,3,4.916666666666666,3.2,4,1,2014,1,3.2,0.0
2013,2,7,439.8,3.6,4,1,2013,1,3.5,0.10000000000000009
2013,2,10,97.95,3.2,4,2,2013,1,3.2,0.0
2014,1,2,18.033333333333335,3.2,4,1,2013,1,3.2,0.0
2013,2,4,638.2166666666667,4.3,3,1,2013,1,4.3,0.0
2014,1,1,47.416666666666664,3.9,3,1,2013,1,3.8,0.10000000000000009
2014,1,1,0.06666666666666667,3.7,4,1,2013,1,3.7,0.0
2013,2,11,238.61666666666665,3.6,4,1,2013,1,3.5,0.10000000000000009
2014,1,2,3.8833333333333333,3.7,6,1,2013,1,3.5,0.20000000000000018
2013,2,4,561.7333333333332,3.4,4,1,2013,1,3.4,0.0
2014,1,1,228.78333333333333,3.4,4,1,2013,1,3.4,0.0
2013,2,3,35.016666666666666,3.2,4,1,2013,1,3.3,-0.09999999999999964
2014,1,3,3.333333333333333,3.9,6,1,2013,1,3.8,0.10000000000000009
2013,2,31,1779.1166666666666,3.6,3,2,2013,1,3.6,0.0
2014,1,14,1961.7666666666669,3.6,4,3,2013,1,3.6,0.0
2013,2,5,246.41666666666666,3.8,6,2,2013,1,3.8,0.0
2014,1,16,1008.2833333333332,3.2,0,2,2013,1,3.2,0.0
2014,1,2,491.25,3.2,4,1,2013,1,3.4,-0.19999999999999973
2013,2,6,665.1333333333334,3.0,4,1,2013,1,3.1,-0.10000000000000009
2014,1,6,688.3166666666666,3.0,3,2,2013,1,3.1,-0.10000000000000009
2013,2,9,2172.8,3.2,4,1,2013,1,3.3,-0.09999999999999964
2014,1,12,1173.3,3.2,3,5,2013,1,3.3,-0.09999999999999964
2013,2,11,1351.2,3.3,5,1,2013,1,3.3,0.0
2013,2,12,1710.1000000000001,3.6,4,5,2013,1,3.6,0.0
2013,2,2,210.68333333333334,3.2,4,1,2013,1,3.1,0.10000000000000009
2014,1,3,1.0666666666666667,3.2,3,3,2013,1,3.1,0.10000000000000009
2013,2,5,702.4333333333334,3.6,2,1,2013,1,3.7,-0.10000000000000009
2013,2,5,818.25,3.8,4,2,2013,1,3.7,0.09999999999999964
2014,1,1,3.1666666666666665,3.6,3,1,2013,1,3.6,0.0
2013,2,3,380.1666666666667,3.7,6,1,2013,1,3.7,0.0
2013,2,48,1717.3,3.3,4,5,2013,1,3.3,0.0
2014,1,23,1013.3333333333334,3.3,3,2,2013,1,3.3,0.0
2014,1,14,2466.1666666666665,3.2,4,1,2014,1,3.2,0.0
2013,2,3,197.18333333333334,3.3,5,3,2013,1,3.3,0.0
2014,1,19,4088.216666666667,3.4,6,2,2013,1,3.3,0.10000000000000009
2014,1,9,801.45,3.3,6,1,2013,1,3.3,0.0
2014,1,7,53.61666666666666,3.2,4,2,2013,1,3.2,0.0
