sepal-length-in-cm,sepal-width-in-cm,petal-length-in-cm,petal-width-in-cm
6.038635419810795,2.261135326905633,0.044276682422246735,-0.01374319539024399
5.949341489420528,2.277536225840494,0.11725116377355017,0.06645860995785363
5.600429978227107,1.883863046040758,-0.008399693789480633,-0.12717518579268478
5.6375679466171915,1.8579571664437566,0.10904518307418005,-0.06270536646114505
6.184466060744354,2.1948608539101837,0.10360415876537968,0.23287669217934415
6.24972050608443,2.622545024856094,-0.3067084212719046,-0.28139142266814376
6.478522597952876,2.799197318056738,-0.2729416927506533,-0.09349949067385072
5.644581724213518,1.9919059815476234,0.21848943290960526,-0.057184675013471825
5.620520018521258,2.2531718318119904,0.16331537040614086,0.1621712290139365
6.16135564754692,2.4886643637149177,0.2050477815725691,0.17944825574315032
5.644581724213518,1.9919059815476234,0.21848943290960526,-0.057184675013471825
5.145176608547486,1.9018054305441165,-0.006805882669247643,-0.01573058072004402
5.925539778082147,2.1780632554104074,0.06183680321589251,-0.013964367698815872
5.8025595559921435,2.3112730392955765,-0.09869399788023707,0.09262306285186728
4.971229490663936,1.514489852996654,0.46162409788856484,0.3163874658893957
5.221134281886049,2.010783381636343,-0.1418108803265541,-0.07997922774301197
6.006868638381265,1.995175881831313,-0.27719961328149045,0.17309747596901548
6.316291367127327,2.043507970323404,-0.338120900744856,-0.18496701667321314
5.513746856247991,1.9107720951858114,0.1334617576703648,0.14047620693256202
6.12877021848026,2.3251292831138866,-0.21364517462137061,-0.1905391435813652
5.422682985725768,1.9970596990535936,-0.04739810677918896,-0.06336571793951379
6.189709898208724,2.398696373946972,-0.04078593720005226,-0.045646346593156195
5.761129042632514,2.1658810583961556,0.08486890653218805,0.03389194182922578
9.12033960484776,-0.07002199212522325,0.322284871480334,0.025196715641537137
8.583796520791646,-0.13421666353172812,-0.020455320962179613,0.002180990603425137
9.12666208430314,-0.32934965725617715,0.2748711379509121,0.003722865868734271
7.2757844091447765,-0.45846424523632806,0.2730054573494164,0.09077327659135304
8.55831307289487,-0.3944793442480439,0.29402506986479127,0.11494629863280359
7.872487671214849,-0.4833025480124064,0.008017806662916516,-0.24554475850902213
8.666076673585588,-0.28456637757045633,-0.2028740521489084,-0.08354150619234524
6.453492958184793,0.024182810003272437,0.10624223580256986,-0.023588507611160048
8.637832847139412,-0.24245558340525725,0.3845247276266811,-0.03463710147661658
7.167822180664871,-0.2898436010920172,-0.19538957882533792,-0.011780736869140496
6.4793246040090064,-0.3069697451940178,0.41525064410689083,0.04109931858160443
7.978309540993291,-0.17344047092659398,-0.11874626591196202,0.04893460403595418
7.563025796546164,-0.26661020701553867,0.7523095141864111,0.059918220576127834
8.330351849305622,-0.49073678230557355,0.0753109656512253,-0.16953977620451366
7.373513859335884,0.18061220191336053,-0.06017922749689686,0.12268275868895884
8.703065071837422,0.0024093679242491173,0.25637618377191373,0.1045169972026938
7.9069044069781524,-0.4718593822168531,-0.2849893475849341,-0.192334328934054
7.654001463494826,-0.12222139566416973,0.30944028145047964,-0.21347187045801708
8.053774543980099,-0.7362726108910871,0.5546849112543375,0.25873323407815274
7.34196792633761,-0.18106163436645406,0.3014745988053029,-0.042856965192938024
8.412521577883936,-0.5932293007415526,-0.44867282653847107,-0.0790720753797054
7.916379422847379,-0.014520791811087619,0.2351472314161952,0.1242246339542682
8.448088233931255,-0.8277820862275314,0.3802318627127861,0.002395832017303423
8.258797145152231,-0.476274068504126,0.2508732430354147,-0.2872200251110222
8.33365395585772,-0.08695215186055955,0.3010559191246157,0.04490435239311219
8.589969430108773,-0.08066270357097666,0.2739363045655595,0.10429582489412192
8.869505741772889,-0.41603396068887505,0.4869381282022821,0.040925536210748126
9.023340598720221,-0.5808463885290499,0.12895711963136425,0.07288328832148583
8.169392790546336,-0.41201597396651746,-0.017717336616250634,-0.030828022142346256
7.233015259440258,0.2200457797264484,0.35983229738002476,0.07477184825309158
7.177557190887976,-0.19324383138070533,0.3245067021215985,0.004999344335103739
7.109454163424935,-0.08787811222595082,0.38400857392201626,-0.021825460037279032
7.58494714353696,-0.04939333604978291,0.21232446794024318,0.03248766563320182
8.418113613275748,-0.980809016618369,0.030425876627389048,-0.1801419799300623
7.756670796859422,-0.5290255741150776,-0.384874103654949,-0.2570253205741655
8.376074907634798,-0.17404694090973094,-0.40925972003728484,-0.11654735349076972
8.873798286742435,-0.2447361001924535,0.18593034692619637,0.03518683790184962
8.081979224503652,-0.5133589755673273,0.6506565515388777,0.157227315805346
7.668068164610098,-0.11934819494539556,-0.15504163893879896,-0.14982897400559214
7.351742082483339,-0.349486294144101,0.13800045969210972,0.026524629568385194
7.578193360294512,-0.5440809718481039,0.10263992005062528,-0.2728119074985489
8.317015592253917,-0.3653579322784853,0.013280449345221879,-0.15358661787938388
7.598283400588664,-0.17477218607687073,0.2743549842462468,0.016534507308072488
6.490630926574877,-0.0017230695937293095,0.22368711266623076,0.040881311720379676
7.605446748323242,-0.35370499606471045,0.04199387502451091,-0.10153348530775397
7.777712129648397,-0.12717912880347715,-0.056541354148672895,-0.24046324623114623
7.756521226721171,-0.21614394902337092,-0.043068744597787645,-0.13343663651066595
8.183420345738988,-0.14411834375878402,0.20117116305460037,-0.01978663924699975
6.504548057551899,0.3140317562167515,0.10101055133411274,0.2281128922363037
7.667227296330902,-0.19974305008850973,0.0299057367535156,-0.053234831162568
9.484264295636898,-1.5164173478871434,-0.7602788284432677,-0.03442819418735432
8.318243804383176,-1.1414027425379345,-0.23154854727593033,-0.020126112943186003
9.85279539741478,-1.24242625375649,0.06335923195647442,0.06917707990817279
9.009573037881449,-1.209482839431237,-0.09017167809367954,-0.23793697625793753
9.367567407079651,-1.3775107996439686,-0.28485294300868913,-0.0019161269665526337
10.587585078758517,-1.5957398953777466,0.27476724447296363,-0.10563781384784132
7.224768455700291,-1.0133376209387666,-0.40513327824225687,-0.1083266096990323
10.119946744522016,-1.419881001306933,0.3709482245978478,-0.25102439091367357
9.260755098883761,-1.4548861067811898,0.3686638643156642,-0.07621266260500548
10.325567144900024,-1.1665924321877663,-0.5187769051368092,0.11223081582208327
9.0507435568872,-0.7033520378373627,-0.27349428445191093,0.12057302644878143
8.871574822181348,-1.1116839158052092,0.057161755888816,0.07779189830392252
9.422184607352735,-1.0446160436799299,-0.06457997205794919,0.16445051979445902
8.132642166006315,-1.2425497597720807,-0.19504383440874884,0.13475680630533549
8.440162309762728,-1.2592929903607235,-0.5692004924934234,0.322260994590311
9.128620740495972,-0.977142416769764,-0.4964702953655219,0.2167794255824873
9.146470390948476,-1.026937797505925,-0.05231743832966762,-0.15729282629269714
11.034635604635175,-1.2366107142144818,-0.2748122399216727,-0.3034621017472747
10.698307685787828,-2.066734014403572,0.47024389169909964,0.060777102926301785
8.160116402466299,-1.1478881751941814,0.42744024257107327,-0.04634516674502587
9.709465140676746,-1.1177864349481001,-0.2686463352810833,0.18619697733631213
8.120146777233806,-1.0367760546018792,-0.4420217264070667,0.05411582178744134
10.621271370458256,-1.7125487803280555,0.5082725269203965,-0.13202343905042757
8.57440970849598,-0.8222316691566456,0.08313719722217539,0.16285404362132372
9.563634499743188,-1.0515119619526505,-0.3279738116242159,-0.06042291023327517
10.004821168307535,-1.0723275471747837,0.13491429764482998,-0.2355104117583413
8.485956646384908,-0.7254359150786698,-0.028835697118835157,0.14646170612639775
8.538112608385092,-0.7159309344165297,-0.21925505533379963,0.0017900814467599613
9.097074807497696,-1.338816253049579,-0.13481646906332223,0.051239701700591
9.792657440042893,-0.970574059957501,0.3889230389029722,-0.22491137348013868
10.071242459212183,-1.3384829766157664,0.4453071772290407,-0.01549732169991036
10.997348066106841,-0.8978232095257747,-0.05045175772817179,-0.2443432370153149
9.11386274123975,-1.3732920977233596,-0.18884635834109043,0.12614198790958708
8.664654931381072,-0.8060949085511386,0.16678040118152693,-0.19013210219037502
8.678251182786656,-1.29221257927268,0.22857061943333712,-0.5058641421995822
10.43970228269706,-1.2816591163713242,0.24400975656568447,0.3168996635732737
9.30019482368018,-1.143893029743352,-0.7518635079035538,0.05085512343861964
9.109332422558392,-1.0010319179089238,-0.1697623151933283,-0.22176264562423675
8.411680709604738,-0.6736241558846672,-0.2637254508461572,0.017522067463318303
9.483965155360398,-0.8906540977037302,-0.07666811032894483,0.21274917393964432
9.4867255339098,-1.1930275725852435,-0.3495864992775639,0.2766100772532947
9.363595741681547,-0.7469361636083682,-0.16831194131653127,0.506786191867477
8.318243804383176,-1.1414027425379345,-0.23154854727593033,-0.020126112943186003
9.736978523059355,-1.2881492798591603,-0.3295326783613908,0.057696517843029316
9.630786234711403,-1.1894153406477723,-0.544093368735288,0.23918623460270938
9.226698388614519,-0.929481205533681,-0.2061661810805433,0.4261420419022357
8.566555062620456,-1.0365753394036266,0.15864032307906428,0.25392749501667455
9.026100977269625,-0.8832198634105638,-0.14396126931725428,0.13674419163513551
9.105659897436787,-0.9962205320567359,-0.7368320316154935,0.03976230508279377
8.490509185708332,-0.9148768752767018,-0.330083776449114,-0.1590558738665777
